title,link,summary,published
"Anne-Sophie Lapix, toujours sous le feu des critiques : pourquoi elle refuse de quitter son poste",https://www.public.fr/anne-sophie-lapix-toujours-sous-le-feu-des-critiques-pourquoi-elle-refuse-de-quitter-son-poste,"A 52 ans, Anne-Sophie Lapix dure plus longtemps qu'elle ne l'avait elle-même prévu, au JT de 20h de France 2. Voici son secret pour garder le cap.","Fri, 10 Jan 2025 12:45:00 +0000"
Catherine Deneuve : cette violente dispute avec sa fille qui a failli les séparer,https://www.public.fr/catherine-deneuve-cette-violente-dispute-avec-sa-fille-qui-a-failli-les-separer,"Maman de deux enfants, Catherine Deneuve a failli ne plus jamais parler à sa fille Chiara Mastroianni. Il y a six ans, les deux femmes se sont écharpées à cause d'une tribune signée par l'actrice légendaire. Toutes les deux ont failli couper les ponts.","Fri, 10 Jan 2025 12:30:00 +0000"
"Bernard-Henri Levy : 31 ans de mariage avec Arielle Dombasle, et toujours ce gros blocage…",https://www.public.fr/bernard-henri-levy-31-ans-de-mariage-avec-arielle-dombasle-et-toujours-ce-gros-blocage,Arielle Dombasle et Bernard-Henri Levy continuent de se vouvoyer après plus de 30 ans de mariage. Et voici pourquoi.,"Fri, 10 Jan 2025 12:15:00 +0000"
Yanis Marshall échappe à la mort en Australie : l’ex-professeur de la « Star Academy » remercie Madonna,https://www.public.fr/yanis-marshall-echappe-a-la-mort-en-australie-lex-professeur-de-la-star-academy-remercie-madonna,"Yanis Marshall vient d'apprendre que l'avion qu'il n'a pas pris pour l'Australie s'est écrasé, et que les passagers sont tous morts...","Fri, 10 Jan 2025 12:00:00 +0000"
Amanda Lear touchée par le cancer : sa terrible publication,https://www.public.fr/amanda-lear-touchee-par-le-cancer-sa-terrible-publication,"Amanda Lear est omniprésente sur les plateaux TV qu'elle ait ou non de l'actualité. Ne mâchant pas ses mots, elle semble en constante représentation. Mais là, la muse de Dali ne rit plus. La maladie a frappé.","Fri, 10 Jan 2025 11:45:00 +0000"
Vincent Cassel papa pour la 4ᵉ fois à 58 ans : découvrez le sexe et le prénom du bébé !,https://www.public.fr/vincent-cassel-papa-pour-la-4%e1%b5%89-fois-a-58-ans-decouvrez-le-sexe-et-le-prenom-du-bebe,"Vincent Cassel est papa pour la quatrième fois ! Ce vendredi 10 janvier 2025, l'acteur de 58 ans annonce la naissance de son fils, fruit de son amour avec sa nouvelle compagne, Nara Baptista.","Fri, 10 Jan 2025 11:40:00 +0000"
Novak Djokovic affirme avoir été empoisonné lors de sa détention en Australie,https://www.public.fr/novak-djokovic-affirme-avoir-ete-empoisonne-lors-de-sa-detention-en-australie,"Novak Djokovic, le champion serbe, joueur le plus titré de l’histoire de tennis a révélé dans une interview avoir été empoisonné.","Fri, 10 Jan 2025 11:30:00 +0000"
"Michèle Torr annule tout : l’état de son fils, atteint de sclérose en plaques, se serait brutalement dégradé",https://www.public.fr/michele-torr-annule-tout-letat-de-son-fils-atteint-de-sclerose-en-plaques-se-serait-brutalement-degrade,"A 77 ans, Michèle Torr a toujours la forme. La chanteuse est même en tournée pour fêter ses 60 ans de carrière. Alors qu'elle devait honorer un rendez-vous important ce 12 janvier, l'interprète d'Emmène-moi danser ce soir a décidé de rester au chevet de son fils Romain dont la santé décline.","Fri, 10 Jan 2025 11:15:00 +0000"
"""Un connard"" : Franck Dubosc se lâche sur Benoît Poelvoorde après leur collaboration",https://www.public.fr/un-connard-franck-dubosc-se-lache-sur-benoit-poelvoorde-apres-leur-collaboration,"En pleine promotion de son nouveau film ""Un ours dans le Jura"" Franck Dubosc était l'invité d'Anne-Élisabeth Lemoine dans le dernier numéro de ""C à vous"". L'occasion pour l'acteur et réalisateur d'évoquer sa collaboration avec Benoît Poelvoorde.","Fri, 10 Jan 2025 11:00:00 +0000"
"""Un demi-poumon en moins et 41 bouts de métal"" : Vincent Lagaf’ cash sur son état de santé",https://www.public.fr/un-demi-poumon-en-moins-et-41-bouts-de-metal-vincent-lagaf-cash-sur-son-etat-de-sante,"Invité sur le plateau de C à vous ce jeudi 9 janvier 2025, Vincent Lagaf' a évoqué les moments difficiles de sa vie, marqués par des blessures qui ont fait naître des doutes sur son avenir à la télévision.","Fri, 10 Jan 2025 10:45:00 +0000"
"Incendies à Los Angeles : Laeticia Hallyday envoie un message à Benjamin Castaldi, il la confond avec Laetitia Casta",https://www.public.fr/incendies-a-los-angeles-laeticia-hallyday-envoie-un-message-a-benjamin-castaldi-il-la-confond-avec-laetitia-casta,"Aux commandes de son émission radio sur Europe 2, Benjamin Castaldi a partagé un message envoyé par Laeticia Hallyday... qu'il a d'abord confondue avec Laetitia Casta.","Fri, 10 Jan 2025 10:30:00 +0000"
Florent Pagny : la guéguerre avec Olivia Ruiz relancée,https://www.public.fr/florent-pagny-la-gueguerre-avec-olivia-ruiz-relancee,"Ce n'est visiblement pas en 2025 que Florent Pagny et Olivia Ruiz feront la paix. La brouille entre le chanteur et l'ancienne élève de la ""Star Academy"" ne date pas d'hier. Mais pourquoi tant d'animosité ? Public.fr revient pour vous sur l'origine de leur mésentente.","Fri, 10 Jan 2025 10:15:00 +0000"
Maquillage : ce blush à moins de 15 euros se vend toutes les 5 minutes en France,https://www.public.fr/maquillage-ce-blush-a-moins-de-15-euros-se-vend-toutes-les-5-minutes-en-france,"Incontournable sur le marché des blushs, cette pépite de la marque Bourjois, séduit par son packaging et sa pigmentation. Découvrez le fard à joues qui se vend toutes les 5 minutes en France.","Fri, 10 Jan 2025 10:00:00 +0000"
Meghan Markle et Harry se font détruire : leur générosité au beau milieu des feux qui ravagent Los Angeles pose problème,https://www.public.fr/meghan-markle-et-harry-se-font-detruire-leur-generosite-au-beau-milieu-des-feux-qui-ravagent-los-angeles-pose-probleme,"Généreux, Meghan Markle et Harry ont décidé d'aider la communauté de Los Angeles, frappée par des incendies dévastateurs. Malheureusement, leur geste n'a pas été accueilli sans controverse.","Fri, 10 Jan 2025 09:45:00 +0000"
"Laeticia Hallyday : avant la destruction de sa maison par les flammes, la lourde chute",https://www.public.fr/laeticia-hallyday-avant-la-destruction-de-sa-maison-par-les-flammes-la-lourde-chute,"La fin d'année 2024 ne s'est pas passée comme prévue pour Laeticia Hallday. La veuve de Johnny a passé son 31 décembre en petit comité. Closer révèle, ce 10 janvier, qu'elle est resté auprès de ""Mamie Rock"", diminuée après une chute.","Fri, 10 Jan 2025 09:30:00 +0000"
"Vincent Lagaf’ : pas ""d’accent arabe ou noir"", pas de remarques sur les décolletés, ce qu’on lui a interdit pour le retour du ""Bigdil""",https://www.public.fr/vincent-lagaf-pas-daccent-arabe-ou-noir-pas-de-remarques-sur-les-decolletes-ce-quon-lui-a-interdit-pour-le-retour-du-bigdil,Vincent Lagaf était hier soir sur le plateau de C à vous. Il a répondu aux nombreuses accusations de racisme et de sexisme dont il fait l’objet.,"Fri, 10 Jan 2025 09:15:00 +0000"
Cyril Hanouna : l'animateur de C8 candidat à l'élection présidentielle de 2027 ?,https://www.public.fr/cyril-hanouna-lanimateur-de-c8-candidat-a-lelection-presidentielle-de-2027,"Cyril Hanouna a-t-il l'intention de prendre la place d'Emmanuel Macron ? Selon la rumeur, l'animateur envisagerait en effet de se porter candidat à l'élection présidentielle de 2027.","Fri, 10 Jan 2025 09:00:00 +0000"
"M. Pokora percuté par une voiture, la sortie de son nouvel album vire au drame",https://www.public.fr/m-pokora-percute-par-une-voiture-la-sortie-de-son-nouvel-album-vire-au-drame,"Ce jeudi 9 janvier 2025, M Pokora a surpris sa communauté en annonçant l'arrivée d'un extrait de son nouvel album d'une bien drôle de manière.","Fri, 10 Jan 2025 08:40:02 +0000"
Kev Adams à Los Angeles : ses fans extrêmement inquiets,https://www.public.fr/kev-adams-a-los-angeles-ses-fans-extremement-inquiets,"Face aux violents incendies qui frappent Los Angeles, Kev Adams s'est exprimé sur Instagram pour rassurer ses abonnés.","Fri, 10 Jan 2025 08:15:00 +0000"
L'animateur Stéphane Plaza a tenté de mettre fin à ses jours depuis son balcon,https://www.public.fr/lanimateur-stephane-plaza-a-tente-de-mettre-fin-a-ses-jours-depuis-son-balcon,"Lors de son procès, Stéphane Plaza a révélé avoir tenté de mettre fin à ses jours juste avant Noël.","Fri, 10 Jan 2025 07:59:38 +0000"
"""Oscar avait 13 ans, Léon, 11 ans"", Patrick Bruel et ses enfants totalement effondrés",https://www.public.fr/oscar-avait-13-ans-leon-11-ans-patrick-bruel-et-ses-enfants-totalement-effondres,Les terribles incendies de Los Angeles ravagent tout sur leur passage. Patrick Bruel a annoncé avoir perdu sa villa dans les flammes.,"Fri, 10 Jan 2025 07:50:00 +0000"
Adriana Karembeu placée sous surveillance par Marc Lavoine ?,https://www.public.fr/adriana-karembeu-placee-sous-surveillance-par-marc-lavoine,"Selon les informations du magazine Voici, Marc Lavoine serait d'une possessivité extrême avec sa nouvelle compagne, Adriana Karembeu.","Fri, 10 Jan 2025 07:35:48 +0000"
"Angélique Angarni-Filopon (Miss France 2025) refuse de se dire ""Charlie"" : une star de la politique la tacle",https://www.public.fr/angelique-angarni-filopon-miss-france-2025-refuse-de-se-dire-charlie-une-star-de-la-politique-la-tacle,"Quelques heures après les déclarations d'Angélique Angarni-Filopon sur Charlie Hebdo, Julien Odoul s'est emparé de ses réseaux sociaux afin de donner son avis.","Fri, 10 Jan 2025 07:15:00 +0000"
La vidéo complètement lunaire postée par Britney Spears pendant qu’elle fuit les incendies,https://www.public.fr/la-video-completement-lunaire-postee-par-britney-spears-pendant-quelle-fuit-les-incendies,Les terribles incendies de Los Angeles ravagent tout sur leur passage. Britney Spears a annoncé avoir été contrainte de quitter son domicile.,"Fri, 10 Jan 2025 07:06:37 +0000"
Anne-Élisabeth Lemoine et Bertrand Chameroy : la fin du duo ?,https://www.public.fr/anne-elisabeth-lemoine-et-bertrand-chameroy-la-fin-du-duo,"Le courant ne passerait plus entre l’animatrice et le chroniqueur, dont la complicité a tant séduit le public. De quoi mettre en péril leur collaboration cathodique ?","Fri, 10 Jan 2025 06:40:00 +0000"
Vanessa Paradis : inquiète pour sa fille,https://www.public.fr/vanessa-paradis-inquiete-pour-sa-fille,"Lily-Rose a beau exploser dans son dernier film, Nosferatu, elle n’est nommée pour aucune grosse récompense et peine à faire oublier son statut de nepo baby. Vanessa va-t-elle encore devoir monter au créneau pour défendre sa fille chérie ?","Fri, 10 Jan 2025 06:25:00 +0000"
"""Que Michaël Youn ne donne pas de leçons"" : Pascal Praud s’en prend violemment à l’humoriste après avoir évoqué la mort de Jean-Marie Le Pen",https://www.public.fr/que-michael-youn-ne-donne-pas-de-lecons-pascal-praud-sen-prend-violemment-a-lhumoriste-apres-avoir-evoque-la-mort-de-jean-marie-le-pen,"Ce jeudi 9 janvier 2025, dans ""L’Heure des pros"", Pascal Praud a réagi aux propos de Michael Youn sur France Inter. L’humoriste a évoqué la mort de Jean-Marie Le Pen et a mentionné les militaires français lors de la Guerre d’Algérie. Cela a déplu au journaliste de CNEWS.","Fri, 10 Jan 2025 05:15:00 +0000"
Vanessa Paradis inquiète pour sa fille... Plus d’infos dans le magazine Public de cette semaine !,https://www.public.fr/vanessa-paradis-inquiete-pour-sa-fille-plus-dinfos-dans-le-magazine-public-de-cette-semaine,Le nouveau numéro Public du vendredi 10 janvier 2025 est dispo dans vos kiosques. Les derniers scoops et actualités people vous y attendent.,"Fri, 10 Jan 2025 04:00:00 +0000"
"""J’ai vécu l’enfer"" : après Laeticia Hallyday, Saïd Taghmaoui révèle avoir perdu sa maison dans les incendies de Los Angeles",https://www.public.fr/jai-vecu-lenfer-apres-laeticia-hallyday-said-taghmaoui-revele-avoir-perdu-sa-maison-dans-les-incendies-de-los-angeles,"Sur son compte Instagram, l’acteur français Saïd Taghmaoui a révélé, ce jeudi 9 janvier 2025, avoir perdu sa maison dans les incendies qui sévissent à Los Angeles depuis mardi soir, comme Laeticia Hallyday.","Thu, 09 Jan 2025 20:50:00 +0000"
"""Star Academy"" : Ebony à deux doigts de se faire sanctionner par un professeur à cause de sa coupe de cheveux",https://www.public.fr/star-academy-ebony-a-deux-doigts-de-se-faire-sanctionner-par-un-professeur-a-cause-de-sa-coupe-de-cheveux,"Dans la quotidienne de la ""Star Academy"" de ce jeudi 9 janvier 2025, Ebony a révélé, lors d’une masterclass avec Marlène Schaff et Maxime Gasteuil, avoir reçu des heures de colle à cause de sa coupe de cheveux confondue avec une capuche…","Thu, 09 Jan 2025 20:05:00 +0000"
Top 3 des plaids chauffants cocooning sur Amazon : le guide ultime,https://www.public.fr/top-3-des-plaids-chauffants-cocooning-sur-amazon-le-guide-ultime,"Quand l’hiver arrive, quoi de mieux qu’un plaid chauffant pour s’enrouler dans une bulle de chaleur et de confort ? Ces accessoires cocooning combinent technologie et douceur pour vous tenir chaud lors des journées glaciales.","Thu, 09 Jan 2025 19:30:00 +0000"
"Slimane : taclé par Nagui, il lui répond et lui dédie une chanson en plein concert",https://www.public.fr/slimane-tacle-par-nagui-il-lui-repond-et-lui-dedie-une-chanson-en-plein-concert,"Ce mercredi 8 janvier 2025, alors qu’il se produisait sur la scène de l’Accor Arena à Paris, Slimane a souhaité répondre à Nagui qui l’avait taclé dans son émission ""N’oubliez pas les paroles"", en lui adressant un titre précis.","Thu, 09 Jan 2025 19:20:00 +0000"
"""Danse avec les stars"" : déjà un ""abandon"" avant même le début de l’émission",https://www.public.fr/danse-avec-les-stars-deja-un-abandon-avant-meme-le-debut-de-lemission,"Sur ses réseaux sociaux, un artiste pressenti pour la nouvelle saison de ""Danse avec les stars"", a annoncé qu’il ne pourrait finalement pas y participer comme l’a relevé le journaliste Clément Garin. Et, ce, pour une très belle raison.","Thu, 09 Jan 2025 18:55:00 +0000"
Angélique Angarni-Filopon (Miss France 2025) : énorme malaise en plein interview en évoquant Charlie Hebdo,https://www.public.fr/angelique-angarni-filopon-miss-france-2025-enorme-malaise-en-plein-interview-en-evoquant-charlie-hebdo,"Sur les ondes de Sud Radio ce mercredi 8 janvier 2025, Angélique Angarni-Filopon, Miss France 2025, a été interrogée au sujet de Charlie Hebdo, 10 ans après l’attentat contre la rédaction. Nos confrères souhaitant savoir si elle se sentait ""Charlie"" ou non.","Thu, 09 Jan 2025 18:45:00 +0000"
Quel est le meilleur masque LED de 2025 ? Retour sur un incontournable skincare !,https://www.public.fr/quel-est-le-meilleur-masque-led-de-2025-retour-sur-un-incontournable-skincare,"Le monde du skincare évolue chaque année, et les masques UV/LED continuent de conquérir le cœur des adeptes de la beauté et du bien-être. Avec des avancées technologiques impressionnantes et des promesses de soins professionnels à domicile, ces dispositifs se positionnent comme un must-have.","Thu, 09 Jan 2025 18:45:00 +0000"
Savage x Fenty : Rihanna dévoile sa collection de lingerie pour la Saint-Valentin,https://www.public.fr/savage-x-fenty-rihanna-devoile-sa-collection-de-lingerie-pour-la-saint-valentin,"La Saint-Valentin 2025 s'annonce plus HOT que jamais grâce à Savage x Fenty, la marque de lingerie de RIhanna. Découvrez la nouvelle collection.","Thu, 09 Jan 2025 18:43:00 +0000"
"Stéphane Plaza, accusé de violences conjugales, explique au tribunal ne ""pas pouvoir contrôler sa force""",https://www.public.fr/stephane-plaza-accuse-de-violences-conjugales-explique-au-tribunal-ne-pas-pouvoir-controler-sa-force,"Ce jeudi 9 janvier 2025, Stéphane Plaza est jugé pour ""violences habituelles par concubin"". Lors de son passage à la barre, il a nié les faits qui lui sont reprochés mais a tout de même reconnu avoir cassé le doigt d’une plaignante sans avoir contrôlé sa force.","Thu, 09 Jan 2025 17:30:00 +0000"
Découvrez l’épilation la plus douce qui soit avec la gomme épilatoire !,https://www.public.fr/decouvrez-lepilation-la-plus-douce-qui-soit-avec-la-gomme-epilatoire,"Découvrez les gommes épilatoires, l'innovation douceur pour une peau lisse et exfoliée en un geste. Notre guide présente les meilleurs produits de 2025 pour une épilation efficace et indolore.","Thu, 09 Jan 2025 17:00:00 +0000"
"""Danse avec les stars"" : candidats, jury, date de diffusion… Tout ce qu'il faut savoir sur la 14e saison",https://www.public.fr/danse-avec-les-stars-candidats-jury-date-de-diffusion-tout-ce-quil-faut-savoir-sur-la-14e-saison,"Les fans de ""Danse avec les stars"" trépignent d'impatience. Le retour de l'émission aura lieu courant 2025. Ça approche... alors que les noms des candidats sont dévoilés au compte-gouttes. Pour tout savoir sur l'émission et cette 14e saison, Public.fr fait le point.","Thu, 09 Jan 2025 17:00:00 +0000"
"P Diddy : son fils suscite la polémique après s’être filmé en plein ""acte sexuel""",https://www.public.fr/p-diddy-son-fils-suscite-la-polemique-apres-setre-filme-en-plein-acte-sexuel,"Comme le notent nos confrères du Daily Mail, le fils de P Diddy, Christian Combs, suscite la polémique depuis plusieurs jours après avoir partagé une vidéo sur son compte Snapchat, dans laquelle il lèche la poitrine de sa petite-amie.","Thu, 09 Jan 2025 16:30:00 +0000"
"""J’ai repris deux fois des nouilles"", Michaël Youn cash sur la mort de Jean-Marie Le Pen et outré",https://www.public.fr/jai-repris-deux-fois-des-nouilles-michael-youn-cash-sur-la-mort-de-jean-marie-le-pen-et-outre,Michael Youn est choqué : le clip d'une de ses chansons a été partagé sur la Toile pour fêter la mort de Jean-Marie Le Pen.,"Thu, 09 Jan 2025 16:15:00 +0000"
Soldes d’hiver 2025 : Des centaines de robes en promo à moins de 10 euros chez Pretty Little Thing !,https://www.public.fr/soldes-dhiver-2025-des-centaines-de-robes-en-promo-a-moins-de-10-euros-chez-pretty-little-thing,"Pretty Little Thing propose des centaines de robes à moins de 10 euros pendant les soldes d’hiver 2025, offrant des modèles tendance pour tous les styles et occasions.","Thu, 09 Jan 2025 16:00:00 +0000"
"Karine Le Marchand : après ""L’amour est dans le pré"" elle va réunir 100 célibataires pour un incroyable projet",https://www.public.fr/karine-le-marchand-apres-lamour-est-dans-le-pre-elle-va-reunir-100-celibataires-pour-un-incroyable-projet,"Ce jeudi 9 janvier 2025, Karine Le Marchand a fait une grande annonce sur son compte Instagram. L’animatrice de ""L’amour est dans le pré"" va créer une ""agence matrimoniale 2.0"" basée sur le slow dating, dans les prochains mois.","Thu, 09 Jan 2025 15:50:00 +0000"
En images - Procès Stéphane Plaza : ses accusatrices arrivent au tribunal,https://www.public.fr/en-images-proces-stephane-plaza-ses-accusatrices-arrivent-au-tribunal,"Ce 9 janvier 2025, à son procès, Stéphane Plaza a croisé les deux femmes qui l'accusent de violences conjugales.","Thu, 09 Jan 2025 15:15:00 +0000"
Avance sur crédits et réductions d'impôts 2025 : 6 milliards d'euros bientôt sur les comptes des Français !,https://www.public.fr/avance-sur-credits-et-reductions-dimpots-2025-6-milliards-deuros-bientot-sur-les-comptes-des-francais,"Le 15 janvier 2025, environ 9 millions de foyers fiscaux recevront une avance de 60 % sur leurs crédits et réductions d'impôt, soit un total de 6 milliards d'euros.","Thu, 09 Jan 2025 15:00:00 +0000"
"Incendies à Los Angeles : après Patrick Bruel, son ex-femme, Amanda Sthers, aussi, voit sa maison menacée",https://www.public.fr/incendies-a-los-angeles-apres-patrick-bruel-son-ex-femme-amanda-sthers-aussi-voit-sa-maison-menacee,"Amanda Sthers a donné des nouvelles de sa maison, et de celle de Patrick Bruel, tandis que Los Angeles est en proie à de violents incendies.","Thu, 09 Jan 2025 14:45:00 +0000"
"Vianney : après son accident, il prend une décision radicale, pour protéger ses enfants",https://www.public.fr/vianney-apres-son-accident-il-prend-une-decision-radicale-pour-proteger-ses-enfants,"Vianney a pris une décision importante pour commencer l'année 2025. Suite à son accident de scooter, il laisse tomber le deux roues.","Thu, 09 Jan 2025 14:30:00 +0000"
